subject,age,gender,educ,ses,engL1,answer,rating,condition,task,play_type,explanation
91,39,f,Two-year college degree,In the middle,"Yes, English is my first language.",Next time she should just go to Mcdonalds they love putting tons of ice in your drink.,more,Baseline,Starbucks Ice,NA,NA
91,39,f,Two-year college degree,In the middle,"Yes, English is my first language.",They should have used the Octopus legs to keep the lid shut.,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
92,33,f,Completed High School,Near the bottom,"Yes, English is my first language.",I think that she has a right to sue. We are consumers who pay for their product and we expect to have all of the product. It's sad that these companies have to cheat us out of our money.,more,Baseline,Starbucks Ice,NA,NA
92,33,f,Completed High School,Near the bottom,"Yes, English is my first language.",He needs to be out in the sea. There is no point of having it inside somewhere that it is unfamiliar to him.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
93,36,m,Completed High School,Near the bottom,"Yes, English is my first language.","If inky has the smarts and the ability to get himself free, I say kudos to Inky, and have a great life in the sea my eight legged friend!",equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
93,36,m,Completed High School,Near the bottom,"Yes, English is my first language.","I don?î?§t know which is worse.  Corporate America robbing us of what we pay for, or our insanely litigious society which sues for anything",more,Baseline,Starbucks Ice,NA,NA
94,55,f,Two-year college degree,In the middle,"Yes, English is my first language.","I don't know but couldn't she just asked for less ice? Well, we'll see what happens next.",equal,Baseline,Starbucks Ice,NA,NA
95,37,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",I guess I need to start drinking Starbucks more often!,more,Baseline,Starbucks Ice,NA,NA
96,33,f,Completed High School,Near the bottom,"Yes, English is my first language.",There was an aquarium jail break in New Zealand,equal,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
97,31,m,Four-year college degree,In the middle,"Yes, English is my first language.",It's like something out of a Disney movie; good for Inky!,more,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
97,31,m,Four-year college degree,In the middle,"Yes, English is my first language.","Seems a bit frivolous, wasteful of people's time, and entitled; how ""American""!",more,Baseline,Starbucks Ice,NA,NA
98,25,f,Four-year college degree,In the middle,"No, English is not my first language.","i wonder how many years that octopus planed its escape, that happens when an octopus watch shawshank redemption, with that name anyone would want to escape.",more,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
98,25,f,Four-year college degree,In the middle,"No, English is not my first language.","women, always want to have the right and take it all.",more,Baseline,Starbucks Ice,NA,NA
99,33,f,Four-year college degree,Near the bottom,"Yes, English is my first language.","Looks like another cup debate, except this one's about what's inside.",more,Baseline,Starbucks Ice,NA,NA
99,33,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",The first eight legged escape artist makes the news today.,more,Sarcasm & Metaphor,Inky the Octopus,compare,escape artist
100,33,f,Two-year college degree,In the middle,"Yes, English is my first language.","Good going, Inky! You deserve to be free!",more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
100,33,f,Two-year college degree,In the middle,"Yes, English is my first language.",Does this include the ice?,equal,Baseline,Starbucks Ice,NA,NA
101,44,m,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.","$5 million for 10 ounces wow, I understand her complaint but that's some expensive coffee!
",more,Baseline,Starbucks Ice,NA,NA
101,44,m,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.","Way to go Inky, they can't keep you in that tank!",more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
102,26,m,Master's or equivalent professional degree,Near the top,"Yes, English is my first language.",She's a dumb ass.,equal,Baseline,Starbucks Ice,NA,NA
102,26,m,Master's or equivalent professional degree,Near the top,"Yes, English is my first language.",That's pretty cool.,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
103,33,f,Four-year college degree,In the middle,"Yes, English is my first language.",I think Inky is smarter than a lot of people I know.,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
103,33,f,Four-year college degree,In the middle,"Yes, English is my first language.",She'll be able to buy a lot of coffee with her settlement.,more,Baseline,Starbucks Ice,NA,NA
104,58,m,Two-year college degree,On the bottom,"Yes, English is my first language.",How can ice cost you $5 million?,more,Baseline,Starbucks Ice,NA,NA
104,58,m,Two-year college degree,On the bottom,"Yes, English is my first language.",Octopus squeezed its way out of captivity.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
105,39,f,Four-year college degree,In the middle,"Yes, English is my first language.",A woman from Chicago is hoping to get $5million from Starbucks because her 24 ouncs drink was missing 10 ounces of liquid!,more,Baseline,Starbucks Ice,NA,NA
105,39,f,Four-year college degree,In the middle,"Yes, English is my first language.","If you live in New Zealand, you'd check your plumbing!",equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
106,35,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Inky the Octopus escaped his tank today by opening the top of his tank and slinking away through a drainage pipe.,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
106,35,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Woman sues Starbucks by claiming they gave her a Venti instead of a Grande.,more,Baseline,Starbucks Ice,NA,NA
107,43,m,Four-year college degree,In the middle,"Yes, English is my first language.",Coffee prices have really gotten out of hand if the missing 10 ounces is worth $5 million.,more,Baseline,Starbucks Ice,irony,hyperbole
107,43,m,Four-year college degree,In the middle,"Yes, English is my first language.",Wait until Inky sees out there - he will be slithering back.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
108,24,f,Two-year college degree,In the middle,"Yes, English is my first language.","Well, apparently some things don't actually HAVE to grow legs in order to get up and go someplace else!",more,Baseline,Inky the Octopus,NA,NA
108,24,f,Two-year college degree,In the middle,"Yes, English is my first language.","Well, to be fair - the other 10 ounces could account for the weight of the cup, so we'll have to see if they can get out of that one on a technicality.",equal,Metaphor,Starbucks Ice,NA,NA
109,32,m,Completed High School,In the middle,"Yes, English is my first language.",A woman in Chicago is trying to rip off starbucks because there was too much ice in her drink,more,Metaphor,Starbucks Ice,NA,NA
109,32,m,Completed High School,In the middle,"Yes, English is my first language.",A octopus in new zealand has someone escaped its tank and is in the sea now,equal,Baseline,Inky the Octopus,NA,NA
110,44,f,Four-year college degree,In the middle,"Yes, English is my first language.","It would seem as though this lady would prefer to have exactly 24 ounces of chilled drink with absolutely no ice. Apparently, science needs to immediately invent a self-cooling cup especially for her so that she can remain happy.",more,Metaphor,Starbucks Ice,irony,sarcasm
110,44,f,Four-year college degree,In the middle,"Yes, English is my first language.",Inky was tired of his captivity and needed a long extended vacation. I really don't blame him because we all could use a little break some times.,more,Baseline,Inky the Octopus,NA,NA
111,37,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Inky is a slippery urchin!,more,Baseline,Inky the Octopus,NA,NA
111,37,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",People will sue for just about anything!,equal,Metaphor,Starbucks Ice,NA,NA
113,40,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","it's another version of prison break gone bad, eventually Inky had enough of being watched everyday by humans, I wouldn't want to be watched by humans all day long. Back to you mike",more,Baseline,Inky the Octopus,NA,NA
113,40,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",I agree there is a huge difference when we advertise 24 ounces and we only get 14 ounces. Then again you can just ask for no ice.,more,Metaphor,Starbucks Ice,NA,NA
114,44,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","Can't say I blame inky, I would do it too.",more,Baseline,Inky the Octopus,NA,NA
114,44,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",she must be a lawyer.,more,Metaphor,Starbucks Ice,irony,hyperbole
115,35,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",$5 million over a $5 iced drink-This woman is crazy!,equal,Metaphor,Starbucks Ice,NA,NA
115,35,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",Inky is a fugitive from justice!,more,Baseline,Inky the Octopus,compare,prisoner
116,56,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",This should be interesting to watch,equal,Metaphor,Starbucks Ice,NA,NA
116,56,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Go Inky Go. To the sea and freedom.,more,Baseline,Inky the Octopus,NA,NA
117,43,f,Four-year college degree,In the middle,"Yes, English is my first language.","Wow, five million dollars, that's one expensive drink for Starbucks!",equal,Metaphor,Starbucks Ice,NA,NA
117,43,f,Four-year college degree,In the middle,"Yes, English is my first language.",Sounds like Inky has been watching too many Pixar movies.,more,Baseline,Inky the Octopus,compare,finding nemo
118,38,f,Completed High School,In the middle,"Yes, English is my first language.",Woman is saying her cup is not full! She should be optimistic and be glad she didnt just get half at 12ounces.,equal,Metaphor,Starbucks Ice,NA,NA
118,38,f,Completed High School,In the middle,"Yes, English is my first language.",That is sad. I guess the octopus didn't want to leave his mark.,equal,Baseline,Inky the Octopus,wp,mark
119,34,m,Two-year college degree,On the bottom,"Yes, English is my first language.",Starbuck is again not measuring the drinks before they serve it to the customers and try to save an ounce more.,less,Metaphor,Starbucks Ice,NA,NA
121,37,f,Four-year college degree,In the middle,"No, English is not my first language.",I wish I can do that. I cannot even squeeze my fat hand down the pipe.,more,Baseline,Inky the Octopus,NA,NA
121,37,f,Four-year college degree,In the middle,"No, English is not my first language.",Great! Now Starbucks will increase their price after this incident.,more,Metaphor,Starbucks Ice,NA,NA
122,37,f,Master's or equivalent professional degree,Near the top,"Yes, English is my first language.",The aquarium will now be hiring two separate security staffs- one to keep intruders out of the aquarium and the other to keep the animals in.,more,Baseline,Inky the Octopus,NA,NA
122,37,f,Master's or equivalent professional degree,Near the top,"Yes, English is my first language.","Next up, a man sues every potato chip company ever for false advertising.",equal,Metaphor,Starbucks Ice,irony,hyperbole
123,39,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",Some animals just don't want to remain in captivity.,less,Baseline,Inky the Octopus,NA,NA
124,62,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","Get rid of that ice, give me more to drink is one Starbuck customer's issue!",more,Metaphor,Starbucks Ice,NA,NA
125,30,m,Four-year college degree,In the middle,"Yes, English is my first language.",It looks like ice might get Starbucks in trouble.,more,Metaphor,Starbucks Ice,NA,NA
125,30,m,Four-year college degree,In the middle,"Yes, English is my first language.",There's an octopus on the lose down under.,equal,Baseline,Inky the Octopus,NA,NA
126,25,m,Completed High School,In the middle,"Yes, English is my first language.","Inky the Octopus is on the loose, he is believed to have escaped the national aquarium of New Zealand, by opening his tank, and slithering across the floor like a snake, then he somehow squeezed through a 5 inch wide drain pipe, and out to sea!",more,Baseline,Inky the Octopus,NA,NA
126,25,m,Completed High School,In the middle,"Yes, English is my first language.","Women files lawsuit against starbucks for $5 Million dollars over the amount of Ice in her drink, she is claiming that 24-ounce iced drinks only contain 14 ounces of liquid, let us know what you think about this!",more,Metaphor,Starbucks Ice,NA,NA
127,28,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",How can you order an iced drink and then complain that ice is taking up space in the cup!,equal,Metaphor,Starbucks Ice,NA,NA
127,28,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",It will probably be hard to find him since Octopus have such amazing camouflage skills.,more,Baseline,Inky the Octopus,NA,NA
128,39,f,Completed High School,Near the bottom,"Yes, English is my first language.",$5 million over a cup of coffee? And here I thought Starbucks was already overpriced.,equal,Metaphor,Starbucks Ice,irony,hyperbole
128,39,f,Completed High School,Near the bottom,"Yes, English is my first language.",I just want to know how he knew where to go that was not flushing himself down a toilet.,equal,Baseline,Inky the Octopus,NA,NA
129,71,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",It's a wonder that people in our prisons don't do more slithering.,more,Baseline,Inky the Octopus,compare,prisoner
129,71,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",She must be wanting the Christmas miracle of an iced drink with no ice.,more,Metaphor,Starbucks Ice,NA,NA
130,28,f,Four-year college degree,In the middle,"Yes, English is my first language.",This local octopus is off to find dory. Could your octopus sneak out of it tank on you too?,more,Baseline,Inky the Octopus,compare,finding nemo
131,35,f,Four-year college degree,On the bottom,"Yes, English is my first language.",This is some stupid shit. people will ltierally sue for anything these days. breathe in the wrong direction and you're gonna get sued for it. Ffs.,equal,Metaphor,Starbucks Ice,NA,NA
131,35,f,Four-year college degree,On the bottom,"Yes, English is my first language.",Oh shizzzz all the fish and people out in the ocean are gonna get swallowed up  by its big tentacles!,more,Baseline,Inky the Octopus,NA,NA
132,39,f,Four-year college degree,Near the bottom,"Yes, English is my first language.","I guess this octopus wasn't listening when Thomas Wolfe said: ""You can't go home again.""",more,Baseline,Inky the Octopus,NA,NA
133,28,m,Four-year college degree,In the middle,"Yes, English is my first language.",Should've sued for more,equal,Metaphor,Starbucks Ice,NA,NA
134,35,m,Four-year college degree,In the middle,"Yes, English is my first language.",I guess that octopus had a date it couldn't miss.,more,Metaphor,Inky the Octopus,compare,date
135,35,f,Completed High School,Near the bottom,"Yes, English is my first language.",i GUESS HE WAS CLEVER ENOUGH TO FIGURE OUT A WAY TO GET BACK TO HIS TRUE HOME.,equal,Metaphor,Inky the Octopus,NA,NA
135,35,f,Completed High School,Near the bottom,"Yes, English is my first language.",They said it was an iced drink and I guess it really was,less,Metaphor,Starbucks Ice,NA,NA
136,31,f,Completed High School,In the middle,"Yes, English is my first language.","Wow, Inky is very sneaky.",more,Metaphor,Inky the Octopus,NA,NA
136,31,f,Completed High School,In the middle,"Yes, English is my first language.",I'm sure more people will be measuring their drinks now.,more,Metaphor,Starbucks Ice,NA,NA
137,39,m,Four-year college degree,In the middle,"Yes, English is my first language.",Possibly the greatest prison escape in history?,equal,Metaphor,Inky the Octopus,compare,prisoner
137,39,m,Four-year college degree,In the middle,"Yes, English is my first language.",The main argument she has to prove is the advertisement is for fluid ounces.,less,Metaphor,Starbucks Ice,NA,NA
138,59,f,Two-year college degree,In the middle,"Yes, English is my first language.",This could be some expensive ice.,more,Metaphor,Starbucks Ice,NA,NA
139,36,m,Four-year college degree,In the middle,"Yes, English is my first language.",This is really very cool!,equal,Metaphor,Inky the Octopus,NA,NA
139,36,m,Four-year college degree,In the middle,"Yes, English is my first language.",I would think that this is a bit stupid.,equal,Metaphor,Starbucks Ice,NA,NA
140,33,f,Four-year college degree,In the middle,"Yes, English is my first language.","First world problems right here, friends... Starbucks ice is now more expensive than actual diamonds!",more,Metaphor,Starbucks Ice,irony,hyperbole
141,33,f,Four-year college degree,In the middle,"Yes, English is my first language.",It seems like a real life Finding Dory,more,Metaphor,Inky the Octopus,compare,finding nemo
141,33,f,Four-year college degree,In the middle,"Yes, English is my first language.","A major corporation taking advantage of their customers, no way@",equal,Metaphor,Starbucks Ice,irony,sarcasm
142,25,f,Four-year college degree,In the middle,"Yes, English is my first language.",Woman is shocked over amount of ice in drink wants 5 million dollars. Do she deserve it?,more,Metaphor,Starbucks Ice,NA,NA
142,25,f,Four-year college degree,In the middle,"Yes, English is my first language.",Octopus on the run ! Should you be worried?,more,Metaphor,Inky the Octopus,NA,NA
143,33,m,Four-year college degree,In the middle,"Yes, English is my first language.",I think that a once she wins the suit she'll be able to spend her money buying another iced latte,more,Metaphor,Starbucks Ice,NA,NA
145,36,f,Four-year college degree,In the middle,"Yes, English is my first language.","Well, it seems that INky wants to recreate Finding Dory. Be free inky!",more,Metaphor,Inky the Octopus,compare,finding nemo
145,36,f,Four-year college degree,In the middle,"Yes, English is my first language.",I thnk that she is full of it. Im sorry  if you get an ICED drink you get ice in it to keep it cold.,equal,Metaphor,Starbucks Ice,NA,NA
146,29,m,Four-year college degree,In the middle,"Yes, English is my first language.",This lady could become rich from drinking coffee!,equal,Metaphor,Starbucks Ice,NA,NA
146,29,m,Four-year college degree,In the middle,"Yes, English is my first language.",A sea monster is on the streets!,equal,Metaphor,Inky the Octopus,compare,monster
147,39,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Well that's just an amazing animal; I can't even get my dog to stop peeing on the rug.,more,Metaphor,Inky the Octopus,NA,NA
147,39,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","As a side note tot his story, in a countersuit, also for false advertising, the male barista who served her the iced drink is suing her for $100 million, claiming that the woman was wearing a push-up bra that day.",more,Metaphor,Starbucks Ice,irony,hyperbole
148,45,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",This is the kind of garbage that continues to clog our courts - lawsuits like this are frivolous and should be thrown out immediately!,less,Metaphor,Starbucks Ice,compare,courts = plumbing
148,45,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","I thought those kinds of things only happened in movies like ""Finding Dory""!",equal,Metaphor,Inky the Octopus,compare,finding nemo
149,53,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",That seems like a really smart octopus!,less,Metaphor,Inky the Octopus,NA,NA
150,35,m,Two-year college degree,In the middle,"Yes, English is my first language.",And women like this repulsive hag are why we can't have nice things!,equal,Metaphor,Starbucks Ice,NA,NA
151,52,f,Four-year college degree,Near the top,"Yes, English is my first language.",It seems a bit frivolous of a lawsuit over spilled coffee,more,Metaphor,Starbucks Ice,NA,NA
152,54,m,Completed High School,Near the bottom,"Yes, English is my first language.","Sounds like the aquarium shouldn't have shown ""The Shawshank Redemption"" on movie night.",more,Metaphor,Inky the Octopus,compare,prisoner
152,54,m,Completed High School,Near the bottom,"Yes, English is my first language.",Perhaps she could have considered ordering her drink with no ice.,equal,Metaphor,Starbucks Ice,NA,NA
153,59,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",How many ounces are in your iced Starbucks drink?,less,Metaphor,Starbucks Ice,NA,NA
154,25,m,Four-year college degree,In the middle,"Yes, English is my first language.",This is something that I would not expect to happen but it did!,equal,Metaphor,Inky the Octopus,NA,NA
154,25,m,Four-year college degree,In the middle,"Yes, English is my first language.",I mean ice eventually turns into liquid does it not?,equal,Metaphor,Starbucks Ice,NA,NA
155,56,m,Four-year college degree,Near the top,"Yes, English is my first language.",Octopus pulls off daring jail break!,more,Metaphor,Inky the Octopus,compare,prisoner
156,46,f,Two-year college degree,In the middle,"Yes, English is my first language.","Apparently she doesn't understand advertising as the ad says 24-ounce iced drinks, not 24 ounces of liquid.",equal,Metaphor,Starbucks Ice,NA,NA
156,46,f,Two-year college degree,In the middle,"Yes, English is my first language.",Ouch! That had to hurt as much as my trying to put on leather pants!,more,Metaphor,Inky the Octopus,compare,fitting into tight things
157,40,f,Four-year college degree,Near the top,"Yes, English is my first language.",FREEDOM!!!!!!!!!!,more,Metaphor,Inky the Octopus,compare,braveheart
158,37,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Well that sure was a slippery escape!,equal,Metaphor,Inky the Octopus,wp,slippery
158,37,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",About time someone took these corporations to task for their underhanded tactics!,equal,Metaphor,Starbucks Ice,NA,NA
159,28,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Octopus has made a grand escape from an aquarium in New Zealand.,more,Sarcasm,Inky the Octopus,NA,NA
159,28,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Woman thinks Starbucks is ripping her off with adding more ice so she sues.,more,Metaphor,Starbucks Ice,NA,NA
160,25,f,Completed High School,In the middle,"Yes, English is my first language.",I'm grumpy when I don't have my full morning coffee too.,more,Metaphor,Starbucks Ice,NA,NA
161,33,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",I think she is severely over reacting,less,Metaphor,Starbucks Ice,NA,NA
161,33,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",What an intelligent reptile!!,less,Sarcasm,Inky the Octopus,NA,NA
162,48,m,Two-year college degree,In the middle,"Yes, English is my first language.",Is Ice heavier than water?,more,Metaphor,Starbucks Ice,NA,NA
162,48,m,Two-year college degree,In the middle,"Yes, English is my first language.",How many arms does it take to escape to to sea?,more,Sarcasm,Inky the Octopus,NA,NA
163,28,f,Completed High School,Near the bottom,"Yes, English is my first language.",Is it because of the ice in the drinks?,less,Metaphor,Starbucks Ice,NA,NA
164,49,m,Doctoral degree,Near the bottom,"Yes, English is my first language.","octopus is one of the smartest marine animals, guess we're seeing the proof of that now.",more,Sarcasm,Inky the Octopus,NA,NA
164,49,m,Doctoral degree,Near the bottom,"Yes, English is my first language.","well, ice IS a liquid, albeit frozen, guess she doesn't want ice in her iced drink.",more,Metaphor,Starbucks Ice,NA,NA
165,24,m,Completed High School,Near the bottom,"Yes, English is my first language.",An octopus is on the run!,equal,Sarcasm,Inky the Octopus,NA,NA
166,37,m,Four-year college degree,In the middle,"Yes, English is my first language.",I would want to find out how it got that smart!,equal,Sarcasm,Inky the Octopus,NA,NA
166,37,m,Four-year college degree,In the middle,"Yes, English is my first language.",I guess you could say she was caught with the wrong cup!,equal,Metaphor,Starbucks Ice,NA,NA
167,45,f,Four-year college degree,In the middle,"No, English is not my first language.",I think Inky must have had an accomplice.,more,Sarcasm,Inky the Octopus,NA,NA
167,45,f,Four-year college degree,In the middle,"No, English is not my first language.","She has a point, they could have honestly stated, ""14-ounce drink with 10 ounce ice.""",equal,Metaphor,Starbucks Ice,NA,NA
168,37,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",Loose Octopus terrorizes New Zealand Aquarium!,more,Sarcasm,Inky the Octopus,NA,NA
168,37,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",This woman has nothing better to worry about than the size of her Starbucks!,more,Metaphor,Starbucks Ice,NA,NA
169,33,f,Two-year college degree,Near the bottom,"Yes, English is my first language.","Well if the ice melts, it'll be considered a 24-ounce drink.",more,Metaphor,Starbucks Ice,NA,NA
169,33,f,Two-year college degree,Near the bottom,"Yes, English is my first language.","The water he was in was so bad, he had to escape for his life.",less,Sarcasm,Inky the Octopus,NA,NA
170,32,m,Completed High School,In the middle,"Yes, English is my first language.",Wow this is about as scary as it gets!,equal,Sarcasm,Inky the Octopus,NA,NA
170,32,m,Completed High School,In the middle,"Yes, English is my first language.",I guess 10 ounces isnt always freedom!,more,Metaphor,Starbucks Ice,NA,NA
171,46,f,Completed High School,In the middle,"Yes, English is my first language.","Inky is smarter than most felons, I wonder if they will watch him to get tips.",more,Sarcasm,Inky the Octopus,NA,NA
171,46,f,Completed High School,In the middle,"Yes, English is my first language.",So size does matter,more,Metaphor,Starbucks Ice,wp,penis size
172,35,f,Two-year college degree,In the middle,"Yes, English is my first language.",Wow that Octopus is really smart.,less,Sarcasm,Inky the Octopus,NA,NA
172,35,f,Two-year college degree,In the middle,"Yes, English is my first language.",Apparently it's 5 million dollars of ice.,equal,Metaphor,Starbucks Ice,irony,hyperbole
173,29,f,Completed High School,In the middle,"Yes, English is my first language.",It seems like this octopus took a page from the octopus in Finding Dory and made a break for it!,more,Sarcasm,Inky the Octopus,compare,finding nemo
173,29,f,Completed High School,In the middle,"Yes, English is my first language.",This is why you specifically ask for less ice.,equal,Metaphor,Starbucks Ice,NA,NA
174,26,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",A giant slipping and sliding octopus escaped the New Zealand Aquarium through a wee tiny hole into the sea.,more,Sarcasm,Inky the Octopus,NA,NA
175,46,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","Like a scene from Finding Dori, Inky the Octopus squeezed out of tank and in to freedom.",more,Sarcasm,Inky the Octopus,compare,finding nemo
176,30,m,Four-year college degree,In the middle,"Yes, English is my first language.","Inky the Octopus escaped the national aquarium of New Zealand by opening the lid of his tank, slithering across the floor, then squeezing through a 5-inch-wide drainage pipe and out to sea.",more,Sarcasm,Inky the Octopus,NA,NA
176,30,m,Four-year college degree,In the middle,"Yes, English is my first language.",A Chicago woman is going to win $5 million.,more,Metaphor,Starbucks Ice,NA,NA
177,33,m,Completed High School,In the middle,"Yes, English is my first language.",Those are truly amazing creatures.,more,Sarcasm,Inky the Octopus,NA,NA
177,33,m,Completed High School,In the middle,"Yes, English is my first language.",Interesting to see how that pans out.,equal,Metaphor,Starbucks Ice,NA,NA
178,61,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","Squirming, tentacled sea creature escapes captivity!",more,Sarcasm,Inky the Octopus,NA,NA
178,61,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Five million dollar lawsuit filed over two-dollar drink,more,Metaphor,Starbucks Ice,NA,NA
179,30,f,Completed High School,Near the bottom,"Yes, English is my first language.",We are learning of Chicago woman who has filed a 5 million dollar lawsuit against Starbucks claiming they falsely advertised the amount of ice in their 24 ounce drinks.,less,Metaphor,Starbucks Ice,NA,NA
179,30,f,Completed High School,Near the bottom,"Yes, English is my first language.","Inky the Octopus has escaped by opening the lid, slithering across the floor, and fitting down a drain pipe -- that's more than my teenagers do in a week!",more,Sarcasm,Inky the Octopus,NA,NA
180,41,m,Two-year college degree,In the middle,"Yes, English is my first language.",That will buy a lot of coffee.,more,Metaphor,Starbucks Ice,NA,NA
180,41,m,Two-year college degree,In the middle,"Yes, English is my first language.","Our people say he was planning it for months, keep your eyes open for any large ink stains.",more,Sarcasm,Inky the Octopus,NA,NA
181,35,f,Completed High School,On the bottom,"Yes, English is my first language.",Starbucks should sue this woman for drinking the other 10 ounces,more,Metaphor,Starbucks Ice,NA,NA
181,35,f,Completed High School,On the bottom,"Yes, English is my first language.",Inky the escapee has a date out at sea more important then his fans in the national aquarium,more,Sarcasm,Inky the Octopus,compare,prisoner + date
182,38,f,Four-year college degree,Near the top,"Yes, English is my first language.",Learn about how a Octopus can transform to a object that can fit through a 5 inch wide drainage pipe and escape to a drainage pipe,more,Sarcasm,Inky the Octopus,NA,NA
182,38,f,Four-year college degree,Near the top,"Yes, English is my first language.",Did you always wonder if your drink really was the size it claimed. Well a Chicago woman found out it isn't and she is suing.,more,Metaphor,Starbucks Ice,NA,NA
183,30,m,Four-year college degree,In the middle,"Yes, English is my first language.",What an incredible escape!,less,Sarcasm,Inky the Octopus,NA,NA
183,30,m,Four-year college degree,In the middle,"Yes, English is my first language.","Lucky for her, the ice tastes better than their coffee!",more,Metaphor,Starbucks Ice,NA,NA
184,47,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","Maybe Inky is returning to meet his family, it will be interesting to see where he winds up.",equal,Sarcasm,Inky the Octopus,NA,NA
184,47,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","Maybe she should pay them, for helping her to lose weight.",more,Metaphor,Starbucks Ice,NA,NA
185,33,f,Four-year college degree,On the top,"Yes, English is my first language.",You cant keep an octopus down.,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
185,33,f,Four-year college degree,On the top,"Yes, English is my first language.",Maybe next time specify less ice.,equal,Metaphor,Starbucks Ice,NA,NA
186,32,f,Four-year college degree,In the middle,"Yes, English is my first language.",So nobody say a LARGE Octopus with multiple legs slither its way across the floor?,equal,Sarcasm & Metaphor,Inky the Octopus,irony,rhetorical
186,32,f,Four-year college degree,In the middle,"Yes, English is my first language.","Oh so she must be going through somethings, if she wanted moe ice she could have just went to 7""11 and got that free refill on the ice.",more,Metaphor,Starbucks Ice,NA,NA
187,27,m,Completed High School,In the middle,"Yes, English is my first language.","A woman's drink was a bit too cold for her it looks like, as a woman decides to sue starbucks over the amount of ice in her drinks.",more,Metaphor,Starbucks Ice,NA,NA
187,27,m,Completed High School,In the middle,"Yes, English is my first language.",A octopus saw his lucky break and escaped a new zealand aquarium and headed out to sea recently.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
188,40,m,Completed High School,In the middle,"Yes, English is my first language.",this must have been a clever creature and i wonder if it was a breakout or if he acted alone,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
189,53,f,Two-year college degree,In the middle,"Yes, English is my first language.",We have a real live Madagascar going on with Inky the Octopus,more,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
190,60,m,Four-year college degree,In the middle,"Yes, English is my first language.","If she wins, she'll be able to buy a Starbucks franchise and fill the cups as much as she wants.",more,Metaphor,Starbucks Ice,NA,NA
